sticker1 : CAADAgADAgADGr_IFUCzCJLEJNECFgQ
sticker789 : CAACAgQAAxkBAAISAAFeupNoyRNagw9BCOQkOhYlFVqCWAACDwIAAnA1VwNhxpY1bhHxpBkE : jekajops : 328018558
sticker790 : CAACAgIAAxkBAAISIV7EdR4RRAl6_az390pymIhtsBsvAAICAAMav8gVQLMIksQk0QIZBA : jekajops : 328018558
sticker791 : CAACAgIAAxkBAAISI17EdR597HWHAa8KzwS7JbKAHNXDAAIDAAMav8gVBobqlAhAY5IZBA : jekajops : 328018558
sticker792 : CAACAgIAAxkBAAISJF7EdR8rAAGtK3iiC-p4OlasVxpGUwACBAADGr_IFWDD6JzSGyLeGQQ : jekajops : 328018558
sticker793 : CAACAgIAAxkBAAISJ17EdR848dNMfWI8rBS3qDQ7XrUVAAIFAAMav8gVGG4n7us-vkYZBA : jekajops : 328018558
sticker794 : CAACAgIAAxkBAAISqV7EdymUh5KHUAABU-WNWY0H8gABHtUAAgQAA44ZcBfzsog71ObnsBkE : rosioalva : 393222542
sticker795 : CAACAgIAAxkBAAISrF7Edy2ZawMt1tI6ouJVTIITXniVAAKcAANZAwMAAVI0mwvmHZ3HGQQ : rosioalva : 393222542
sticker796 : CAACAgIAAxkBAAISr17EdzS8E-MF8criMzxNaGum4PW4AAIBAAOSnx4RCl9TAuwX5vYZBA : rosioalva : 393222542
sticker797 : CAACAgIAAxkBAAISsl7EdzXxa8qUjrchKIBrhuGkUdcXAAICAAOSnx4RNRl1zakovxsZBA : rosioalva : 393222542
sticker798 : CAACAgIAAxkBAAIStV7EdzhOPljPvvsij2ZizintCxOjAAIOAAOSnx4RhFTbCme5smMZBA : rosioalva : 393222542
sticker799 : CAACAgIAAxkBAAISuF7Edz7em2jvGAWXrLUeLECjYPLgAAJxAAN0pE8LrNf9t5TIJ1YZBA : rosioalva : 393222542
sticker800 : CAACAgIAAxkBAAISu17Ed1IrYC8y4XK1a2Rf1b0sOipcAAKcRQACY4tGDOlZH12fsBhRGQQ : rosioalva : 393222542
sticker801 : CAACAgIAAxkBAAISvl7Ed1616w3L5WZMGnYsk1cFAjnpAAKlAANXTxUIIOVMJWYyU64ZBA : rosioalva : 393222542
sticker802 : CAACAgIAAxkBAAISwV7Ed2BumbufpWEo-x4uCSujMCMxAAKtAANXTxUIeCOr21b9kLYZBA : rosioalva : 393222542
sticker803 : CAACAgIAAxkBAAISxF7Ed3gK0UuaMHA_Xslwf-oRrjQdAAJAAAOi00gCeFBi43mT3EgZBA : rosioalva : 393222542
sticker804 : CAACAgIAAxkBAAISx17Ed37fFJd6e9TMJ7PnLzResHmKAAJaAAOi00gCtLyFZbZbbVgZBA : rosioalva : 393222542
sticker805 : CAACAgIAAxkBAAISyl7Ed4JIdgwPAAFZx3RvS9Yomw5AyAACEgEAAuGWigvC4D3sb9cdJhkE : rosioalva : 393222542
sticker806 : CAACAgIAAxkBAAISzV7Ed488CuN6iHYl1csow3M5J0nqAALbCgACyJW0D21BlZmCWkTvGQQ : rosioalva : 393222542
sticker807 : CAACAgIAAxkBAAIS0F7Ed5Jq-b6qz7k0mKrecCHZNptFAALcCgACyJW0DyfDWZMHPR9oGQQ : rosioalva : 393222542
sticker808 : CAACAgQAAxkBAAIS017Ed5p4eYCb1tin3y7nTVbeiYt8AAJlAAP44AQC4FYMqN-p27oZBA : rosioalva : 393222542
sticker809 : CAACAgQAAxkBAAIS1l7Ed6E0DBxRRyBJlc8tnAudCkmcAAJnAAP44AQCCrx1VYTbin4ZBA : rosioalva : 393222542
sticker810 : CAACAgIAAxkBAAIS2V7Ed7Kl55KJrMCZLOQ0qrag6dXdAAKSAgACIyqyEsjljvNGRNXzGQQ : rosioalva : 393222542
sticker811 : CAACAgIAAxkBAAIS3F7Ed7obJgJB87gXT8JA53Cm19QbAAIfAAO9MTgPcgV9gbNxi38ZBA : rosioalva : 393222542
sticker812 : CAACAgIAAxkBAAIS317Ed8JRmiT4lailebmpXe3vNw3gAAIpAAO9MTgP_7jllw_vC4YZBA : rosioalva : 393222542
sticker813 : CAACAgIAAxkBAAIS4l7Ed9OUg_50lS9Xj1wG8kyiEtrJAAIqAAOWb-wT0OY9QQxAt1IZBA : rosioalva : 393222542
sticker814 : CAACAgIAAxkBAAIS5V7Ed9yr7seoqD5qkFW5EIZ0sO0dAALmGQACzqYMAAHgJeMwjpdUPRkE : rosioalva : 393222542
sticker815 : CAACAgIAAxkBAAIS6F7Ed97LWgpL8LbYNQlb879gCR1oAALvGQACzqYMAAG2QXTh5QQyBhkE : rosioalva : 393222542
sticker816 : CAACAgIAAxkBAAIS617Ed-AlPQZI1j6kg94y60FMIlTTAALuGQACzqYMAAHAS_Fnz0_POBkE : rosioalva : 393222542
sticker817 : CAACAgIAAxkBAAIS7l7Ed-ZdIMD_I19TxALYI5_JTsAXAAKcAAPww8AO2SgPv4a2YmoZBA : rosioalva : 393222542
sticker818 : CAACAgIAAxkBAAIS8V7Ed-uy9hZJiQgK6N8PPidjeBBlAAL4AAOwmOMDMRYXoAmsVwUZBA : rosioalva : 393222542
sticker819 : CAACAgIAAxkBAAIS9F7Ed_AzzSHVj2QUja7_x1-30aeBAAKWAAOwmOMD8bU86XKJ5Q8ZBA : rosioalva : 393222542
sticker820 : CAACAgIAAxkBAAIS917Ed_W_DGoex8oTgLj49H3VYaQ4AAKpAAOwmOMDqhfvTrCwLgwZBA : rosioalva : 393222542
sticker821 : CAACAgIAAxkBAAIS-l7Ed_gm-g6FhB49EqMHCAhu6uwmAALBAAOwmOMDmgoCTT6G8sYZBA : rosioalva : 393222542
sticker822 : CAACAgIAAxkBAAIS_V7Ed_l_MhACsx-KEA4Gy8qq4Se0AAK2AAOwmOMD9xmTcmrwjswZBA : rosioalva : 393222542
sticker823 : CAACAgIAAxkBAAITAAFexHf8dm4b7NHHiETHNvtjSBH-YwAC1gADsJjjAzQON-iE9hvhGQQ : rosioalva : 393222542
sticker824 : CAACAgIAAxkBAAITA17EeARkcapzXFpyj1FkuvrxGhRpAAJPAAOOGXAXLV98xHrU1rwZBA : rosioalva : 393222542
sticker825 : CAACAgIAAxkBAAITBl7EeA_ts-8WvHtgAbTj1sSqp2UfAAIIBwACQaiuBirz-ZRD0_nVGQQ : rosioalva : 393222542
sticker826 : CAACAgIAAxkBAAITCV7EeBMyqwb1PlhD8JTr9sf0AXqQAAJ2AANBqK4GssoUFC9GDasZBA : rosioalva : 393222542
sticker827 : CAACAgIAAxkBAAITDF7EeBhJ_reYHSK95OkBINJfEgiTAAKCAANBqK4GzXFIRKMd-34ZBA : rosioalva : 393222542
sticker828 : CAACAgIAAxkBAAITD17EeB9AYAzShGX7GzChXExmeGBuAAIhAAOhtzMIsyTZLMjJmsQZBA : rosioalva : 393222542
sticker829 : CAACAgIAAxkBAAITEl7EeCVj99MgZrKwH9Fht63kIOniAAIIAAOhtzMIo5jUgXqGoOAZBA : rosioalva : 393222542
sticker830 : CAACAgIAAxkBAAITFV7EeDVwVakb-rkYetvgeHLhXBdyAAJcDQACU7H3A0Ka4sk5f5rfGQQ : rosioalva : 393222542
